iter	Logloss
344	0.5398703256
345	0.539662387
346	0.5394053329
347	0.5391416249
348	0.5388180037
349	0.5385595189
350	0.5381973189
351	0.5378380982
352	0.537508494
353	0.5371544228
354	0.5370653098
355	0.5368011325
356	0.5364994484
357	0.5362423202
358	0.5360094005
359	0.5358147145
360	0.5356437021
361	0.5352901764
362	0.5349500597
363	0.5346379609
364	0.5343385706
365	0.534048682
366	0.533800495
367	0.5335826533
368	0.5331492738
369	0.5330123985
370	0.5328260543
371	0.5326760837
372	0.5323901129
373	0.5321159468
374	0.5317886067
375	0.5313879138
376	0.5312043981
377	0.5308831942
378	0.5306420766
379	0.5303662591
380	0.5300525435
381	0.5298139405
382	0.52964744
383	0.5294657433
384	0.5290927824
385	0.528632117
386	0.5282678704
387	0.5280299018
388	0.5278345808
389	0.5275546645
390	0.5274248449
391	0.5270538929
392	0.5267596862
393	0.5264540037
394	0.5262827727
395	0.5259129863
396	0.5257160879
397	0.525420176
398	0.525076363
399	0.5247031871
400	0.5243704259
401	0.5242108779
402	0.5238985203
403	0.5236679243
404	0.5233061356
405	0.5230175449
406	0.5225621227
407	0.5223622738
408	0.5220449556
409	0.5218841424
410	0.521590691
411	0.5213113938
412	0.5209492182
413	0.5206950485
414	0.5205205867
415	0.5201594644
416	0.5199686512
417	0.5195477577
418	0.5193664295
419	0.5190829873
420	0.5188709501
421	0.518632735
422	0.5182641337
423	0.5180596332
424	0.5177231322
425	0.5174364836
426	0.5170779465
427	0.5166821138
428	0.5164085658
429	0.5161562408
430	0.5158368383
431	0.5156416675
432	0.515450288
433	0.5150299613
434	0.5146662969
435	0.5143808207
436	0.5140492817
437	0.5138027926
438	0.5133114494
439	0.5128600884
440	0.5125169113
441	0.5122388762
442	0.5120369411
443	0.5116981918
444	0.5113271068
445	0.5110101696
446	0.5105958556
447	0.5104519206
448	0.5101518449
449	0.5097173231
450	0.5093429798
451	0.5090307272
452	0.5087357276
453	0.5084566429
454	0.5081536871
455	0.5078314628
456	0.5074880074
457	0.507275299
458	0.5069105595
459	0.5065503498
460	0.5063261955
461	0.5059346917
462	0.5056250567
463	0.5054662259
464	0.5052178612
465	0.5048865675
466	0.5046029423
467	0.5042514747
468	0.5038957648
469	0.5035722674
470	0.5031973945
471	0.5027195058
472	0.5024123159
473	0.5020729046
474	0.5018837247
475	0.5014954948
476	0.5010990972
477	0.5009559116
478	0.5005339178
479	0.500149766
480	0.4999588425
481	0.4997460591
482	0.4994998225
483	0.4991773352
484	0.4988249309
485	0.4986175234
486	0.498437801
487	0.4979598929
488	0.4975651881
489	0.4971749068
490	0.4968161685
491	0.4965424699
492	0.496041713
493	0.495666056
494	0.4954114752
495	0.4951853542
496	0.4949857197
497	0.494657978
498	0.4941779147
499	0.4937722012
500	0.4935970991
501	0.4931553066
502	0.4927383098
503	0.4923277432
504	0.4920087347
505	0.4916869051
506	0.4912735397
507	0.4908863051
508	0.4906072466
509	0.4902327975
510	0.4898840245
511	0.489458068
512	0.4890970975
513	0.4888270415
514	0.488636038
515	0.4882073474
516	0.4879003628
517	0.4875179534
518	0.4873892039
519	0.4870131275
520	0.4867395466
521	0.4863950944
522	0.4859511384
523	0.485676584
524	0.4854042596
525	0.4852600078
526	0.4848574532
527	0.4846604822
528	0.4844456661
529	0.484225633
530	0.4839898546
531	0.4836641888
532	0.4833414541
533	0.4829427609
534	0.4825367737
535	0.4821858476
536	0.4819276137
537	0.4817240321
538	0.4814730586
539	0.4812508919
540	0.4810128545
541	0.4806173512
542	0.4802791938
543	0.4801060092
544	0.4798253633
545	0.4794168154
546	0.4790280173
547	0.4788335507
548	0.4784849331
549	0.4780875132
550	0.4777748016
551	0.4773899705
552	0.4769423945
553	0.4767594987
554	0.4763662073
555	0.4761158393
556	0.4757716665
557	0.4755375748
558	0.4754151885
559	0.4751625879
560	0.4748755871
561	0.4745357196
562	0.4743316601
563	0.4740665112
564	0.4738098701
565	0.4733656072
566	0.4731123179
567	0.472793328
568	0.4724392821
569	0.4722344631
570	0.4719846231
571	0.4716086523
572	0.4713795708
573	0.471024059
574	0.4707134831
575	0.470329009
576	0.470163134
577	0.4698722408
578	0.4697406317
579	0.4694522642
580	0.4690568291
581	0.4688336371
582	0.468664738
583	0.4684428484
584	0.4680301561
585	0.467682869
586	0.4674808165
587	0.4671716933
588	0.4669881016
589	0.4665872393
590	0.4661791195
591	0.4659642434
592	0.4655861805
593	0.4652824634
594	0.4650351589
595	0.4647137937
596	0.4645385534
597	0.4641549863
598	0.463922846
599	0.4635485532
600	0.4631785287
601	0.4627760701
602	0.4624424802
603	0.4620824627
604	0.46169373
605	0.4612750103
606	0.4608904835
607	0.4604874233
608	0.4602629586
609	0.4600469794
610	0.4596428539
611	0.4594213738
612	0.4590643382
613	0.4588529694
614	0.4585225669
615	0.4582343368
616	0.4578206536
617	0.4574433841
618	0.4571566025
619	0.456973306
620	0.4565475759
621	0.4562296406
622	0.4559814094
623	0.4557907288
624	0.4554516218
625	0.4552646291
626	0.4549807056
627	0.4547252982
628	0.454533646
629	0.4542077513
630	0.4538129924
631	0.4534238251
632	0.4529676331
633	0.4526373247
634	0.4524242069
635	0.4521019433
636	0.4518700011
637	0.4515600446
638	0.4513267527
639	0.4511033573
640	0.450697239
641	0.4505823795
642	0.4502637966
643	0.4500251752
644	0.4497688319
645	0.4494150683
646	0.4491597828
647	0.4488898795
648	0.4486209771
649	0.448321047
650	0.4480984051
651	0.4478211845
652	0.4474794349
653	0.4472051245
654	0.4468890059
655	0.4466801962
656	0.446468867
657	0.4461509268
658	0.4459085453
659	0.4455212509
660	0.4453440526
661	0.4451430926
662	0.4449202137
663	0.4446216261
664	0.4445254408
665	0.4444050798
666	0.4440894988
667	0.4436931207
668	0.4434104151
669	0.4432282612
670	0.4429009657
671	0.4425483402
672	0.4423759617
673	0.4419930013
674	0.4417541261
675	0.4414218417
676	0.4412306286
677	0.4409463511
678	0.4405942142
679	0.4403692806
680	0.4400822199
681	0.4397366256
682	0.4393856673
683	0.4391222753
684	0.4387393857
685	0.438500854
686	0.4382663162
687	0.4379091077
688	0.4376240845
689	0.4373920799
690	0.4370075391
691	0.4367049138
692	0.4365187799
693	0.4363223651
694	0.4360198867
695	0.4357502804
696	0.4356395041
697	0.435348092
698	0.4351425427
699	0.434965416
700	0.4346811067
701	0.434519783
702	0.4343513233
703	0.4340181089
704	0.4337755409
705	0.4334841376
706	0.4332537619
707	0.4330488062
708	0.4327445617
709	0.432606309
710	0.4322088573
711	0.4319949054
712	0.4316600738
713	0.4313949251
714	0.4311104532
715	0.4307975262
716	0.4304364037
717	0.4301585326
718	0.4299067279
719	0.4295894476
720	0.4293549073
721	0.4290945731
722	0.4289816198
723	0.4287477859
724	0.4284592248
725	0.4281062516
726	0.4278409364
727	0.4275259846
728	0.4272153308
729	0.426835677
730	0.4264887313
731	0.4263386528
732	0.4261261055
733	0.4259675449
734	0.4257538364
735	0.4254969161
736	0.425214614
737	0.4249856181
738	0.4246457646
739	0.4245112544
740	0.4243295527
741	0.42403148
742	0.4237041461
743	0.4233855287
744	0.4230467887
745	0.422803841
746	0.4225671926
747	0.4223623047
748	0.4220718632
749	0.4217698932
750	0.421504842
751	0.4212979805
752	0.4211155631
753	0.4208043249
754	0.420554471
755	0.4202426515
756	0.4199339122
757	0.4196112366
758	0.4193216097
759	0.4191009986
760	0.4189401183
761	0.4187429909
762	0.4185762469
763	0.4182464144
764	0.418117541
765	0.4179315658
766	0.4175956329
767	0.4173731665
768	0.4170293267
769	0.4167695827
770	0.4164491798
771	0.4160482712
772	0.4157831573
773	0.415509371
774	0.415234777
775	0.414932906
776	0.414604877
777	0.4142806043
778	0.4140896135
779	0.4138690723
780	0.413599193
781	0.4132896302
782	0.4130237724
783	0.4128556216
784	0.4127135685
785	0.4125142122
786	0.4123867917
787	0.4120367974
788	0.411749325
789	0.4114325849
790	0.4112287741
791	0.4109352375
792	0.410695675
793	0.4105687777
794	0.4103271925
795	0.4100475758
796	0.409871976
797	0.4096431791
798	0.4094445433
799	0.409144451
800	0.4087543448
801	0.4084489076
802	0.4081261481
803	0.4078700578
804	0.4075317847
805	0.4071307066
806	0.4068008227
807	0.4066689329
808	0.4063755738
809	0.4060599797
810	0.4058822236
811	0.4055017333
812	0.4053176512
813	0.4050687823
814	0.4048140005
815	0.4045769252
816	0.4043183519
817	0.4040015882
818	0.4038646692
819	0.4036390651
820	0.4034824963
821	0.4033999703
822	0.4031869538
823	0.4029725156
824	0.4027419247
825	0.402611002
826	0.4024609002
827	0.4021942973
828	0.4020700821
829	0.4019070797
830	0.4015527478
831	0.4014807439
832	0.4013490318
833	0.401193865
834	0.4010493924
835	0.4007664246
836	0.4004550626
837	0.4001653754
838	0.4000238498
839	0.39978688
840	0.3996016764
841	0.399287317
842	0.399194679
843	0.3990627413
844	0.3987859777
845	0.3984912223
846	0.3982151808
847	0.3980203587
848	0.3978585697
849	0.3976161643
850	0.3973519039
851	0.3970583474
852	0.3967148611
853	0.3963930275
854	0.3962099552
855	0.3959946523
856	0.3956828886
857	0.3953723499
858	0.3951453653
859	0.394908925
860	0.3947947015
861	0.3945812291
862	0.3943821887
863	0.3941670049
864	0.3939693125
865	0.3938851382
866	0.3937054192
867	0.3933751927
868	0.3932239992
869	0.3931300882
870	0.3929754638
871	0.3928018867
872	0.3926165144
873	0.3924241169
874	0.3920822302
875	0.3918026927
876	0.3915494894
877	0.3914982331
878	0.3911553787
879	0.3910570695
880	0.3908246221
881	0.3906212539
882	0.3904197653
883	0.3901636035
884	0.3898619381
885	0.3897013153
886	0.3896096289
887	0.3893915837
888	0.3891393975
889	0.3890220667
890	0.388817507
891	0.3885761168
892	0.3884080425
893	0.3882892202
894	0.388179615
895	0.3878849855
896	0.3876130034
897	0.3874650231
898	0.3873286705
899	0.3870161173
900	0.3868854632
901	0.3867668128
902	0.3865556148
903	0.3863899049
904	0.3862636123
905	0.3859787239
906	0.3857145983
907	0.3854270291
908	0.3851894781
909	0.3849354432
910	0.3846893988
911	0.3844336396
912	0.3843435948
913	0.3842549238
914	0.3840696983
915	0.3839544908
916	0.3837070066
917	0.3835485788
918	0.3832516285
919	0.382960656
920	0.3827121096
921	0.3825261772
922	0.3823626357
923	0.3822784838
924	0.3820180953
925	0.3818046847
926	0.3816929706
927	0.3813976735
928	0.3811987924
929	0.3811118482
930	0.380840542
931	0.3807274155
932	0.3804379229
933	0.3801424125
934	0.3799052719
935	0.3795942294
936	0.3793533534
937	0.3792474766
938	0.379058124
939	0.378826961
940	0.3786918327
941	0.3785808324
942	0.3784194813
943	0.3781900527
944	0.3779150754
945	0.3777519587
946	0.3775110971
947	0.3773417967
948	0.3772278413
949	0.3771711982
950	0.3770769703
951	0.3769287776
952	0.3768370585
953	0.3765766339
954	0.3763365553
955	0.3761614775
956	0.3760634216
957	0.3759338875
958	0.3757580987
959	0.3755078019
960	0.3752617144
961	0.3750544252
962	0.3748473223
963	0.3746497597
964	0.3744999816
965	0.3743185406
966	0.374094567
967	0.3738373814
968	0.3736676594
969	0.3734050111
970	0.3732413528
971	0.3731027725
972	0.3730106821
973	0.3728153877
974	0.3725164956
975	0.3723122841
976	0.3721949471
977	0.3719273115
978	0.3716378871
979	0.371525026
980	0.3714403071
981	0.3711872981
982	0.3708932356
983	0.3706902554
984	0.3705188224
985	0.3703182114
986	0.3701174678
987	0.3699541281
988	0.3697743697
989	0.3695329871
990	0.3692888822
991	0.3690281198
992	0.3687742082
993	0.368579921
994	0.3683653484
995	0.3681982097
996	0.3678843197
997	0.3676654851
998	0.3674436961
999	0.367286147
